source_id,stage,stage_index,model,iteration,rho,denoiser_sigma,iterate_change_mse,measurement_residual_mse
0804,clipped_float,1,dpir_nominal,8,0.22999997437000275,0.007843137718737125,1.3797666724713054e-06,5.730357224820182e-05
0804,clipped_float,1,dpir_oracle_blur,1,0.0003831736685242504,0.1921568661928177,0.001164606073871255,0.00026274053379893303
0804,clipped_float,1,dpir_oracle_blur,2,0.0009556531440466642,0.12167562544345856,0.00015066162450239062,0.00016132094606291503
0804,clipped_float,1,dpir_oracle_blur,3,0.0023834437597543,0.07704620808362961,6.648341513937339e-05,0.00011204793554497883
0804,clipped_float,1,dpir_oracle_blur,4,0.005944420117884874,0.04878642410039902,3.257067874073982e-05,8.527449972461909e-05
0804,clipped_float,1,dpir_oracle_blur,5,0.014825660735368729,0.03089204803109169,1.699525637377519e-05,7.094476313795894e-05
0804,clipped_float,1,dpir_oracle_blur,6,0.03697589039802551,0.019561151042580605,8.483428246108815e-06,6.365391163853928e-05
0804,clipped_float,1,dpir_oracle_blur,7,0.09221960604190826,0.012386314570903778,3.807732355198823e-06,6.0418242355808616e-05
0804,clipped_float,1,dpir_oracle_blur,8,0.22999997437000275,0.007843137718737125,1.4062354694033274e-06,5.927766687818803e-05
0804,quantized_8bit,2,dpir_nominal,1,0.0003831736685242504,0.1921568661928177,0.00034050954855047166,0.00033753743628039956
0804,quantized_8bit,2,dpir_nominal,2,0.0009556531440466642,0.12167562544345856,9.16564094950445e-05,0.0001959228393388912
0804,quantized_8bit,2,dpir_nominal,3,0.0023834437597543,0.07704620808362961,4.801234172191471e-05,0.0001295422698603943
0804,quantized_8bit,2,dpir_nominal,4,0.005944420117884874,0.04878642410039902,2.314763332833536e-05,9.582675556885079e-05
0804,quantized_8bit,2,dpir_nominal,5,0.014825660735368729,0.03089204803109169,1.2308294571994338e-05,7.726813055342063e-05
0804,quantized_8bit,2,dpir_nominal,6,0.03697589039802551,0.019561151042580605,6.69472638037405e-06,6.669879076071084e-05
0804,quantized_8bit,2,dpir_nominal,7,0.09221960604190826,0.012386314570903778,3.459219215073972e-06,6.098763697082177e-05
0804,quantized_8bit,2,dpir_nominal,8,0.22999997437000275,0.007843137718737125,1.3858242482456262e-06,5.8412824728293344e-05
0804,quantized_8bit,2,dpir_oracle_blur,1,0.0003831736685242504,0.1921568661928177,0.0011673809494823217,0.00026380151393823326
0804,quantized_8bit,2,dpir_oracle_blur,2,0.0009556531440466642,0.12167562544345856,0.0001507439446868375,0.0001624677242944017
0804,quantized_8bit,2,dpir_oracle_blur,3,0.0023834437597543,0.07704620808362961,6.628945266129449e-05,0.00011325699597364292
0804,quantized_8bit,2,dpir_oracle_blur,4,0.005944420117884874,0.04878642410039902,3.260289304307662e-05,8.647508366266266e-05
0804,quantized_8bit,2,dpir_oracle_blur,5,0.014825660735368729,0.03089204803109169,1.7062347978935577e-05,7.210684270830825e-05
0804,quantized_8bit,2,dpir_oracle_blur,6,0.03697589039802551,0.019561151042580605,8.499314390064683e-06,6.481465243268758e-05
0804,quantized_8bit,2,dpir_oracle_blur,7,0.09221960604190826,0.012386314570903778,3.813234798144549e-06,6.158125324873254e-05
0804,quantized_8bit,2,dpir_oracle_blur,8,0.22999997437000275,0.007843137718737125,1.410388108524785e-06,6.044176916475408e-05
0804,jpeg_q75,3,dpir_nominal,1,0.0003831736685242504,0.1921568661928177,0.00047060390352271497,0.00033167097717523575
0804,jpeg_q75,3,dpir_nominal,2,0.0009556531440466642,0.12167562544345856,0.00014491795445792377,0.00017866460257209837
0804,jpeg_q75,3,dpir_nominal,3,0.0023834437597543,0.07704620808362961,7.343900506384671e-05,0.00010568050493020564
0804,jpeg_q75,3,dpir_nominal,4,0.005944420117884874,0.04878642410039902,3.7278929085005075e-05,6.654675962636247e-05
0804,jpeg_q75,3,dpir_nominal,5,0.014825660735368729,0.03089204803109169,2.170173502236139e-05,4.283213638700545e-05
0804,jpeg_q75,3,dpir_nominal,6,0.03697589039802551,0.019561151042580605,1.2322770999162458e-05,2.8872489565401338e-05
0804,jpeg_q75,3,dpir_nominal,7,0.09221960604190826,0.012386314570903778,5.2269547268224414e-06,2.236645741504617e-05
0804,jpeg_q75,3,dpir_nominal,8,0.22999997437000275,0.007843137718737125,1.7956556348508457e-06,1.993610931094736e-05
0804,jpeg_q75,3,dpir_oracle_blur,1,0.0003831736685242504,0.1921568661928177,0.0015744909178465605,0.00022099771013017744
0804,jpeg_q75,3,dpir_oracle_blur,2,0.0009556531440466642,0.12167562544345856,0.00022079766495153308,0.0001234112132806331
0804,jpeg_q75,3,dpir_oracle_blur,3,0.0023834437597543,0.07704620808362961,9.551455150358379e-05,7.732650556135923e-05
0804,jpeg_q75,3,dpir_oracle_blur,4,0.005944420117884874,0.04878642410039902,4.728355270344764e-05,5.1180413720430806e-05
0804,jpeg_q75,3,dpir_oracle_blur,5,0.014825660735368729,0.03089204803109169,2.358688107051421e-05,3.670782098197378e-05
0804,jpeg_q75,3,dpir_oracle_blur,6,0.03697589039802551,0.019561151042580605,1.1268498383287806e-05,2.95050376735162e-05
0804,jpeg_q75,3,dpir_oracle_blur,7,0.09221960604190826,0.012386314570903778,4.252610324328998e-06,2.68895073531894e-05
0804,jpeg_q75,3,dpir_oracle_blur,8,0.22999997437000275,0.007843137718737125,1.5694116655140533e-06,2.608980139484629e-05
